 
 ~~~~~~~~~~~~~~~~~~~ ÖðÕíÈ«Æ«²î ~~~~~~~~~~~~~~~~~~~~
         Àï³Ì/m  µ÷Ç°¸ß³Ì/mm  µ÷Ç°Æ½Ãæ/mm  µ÷Ç°Ë®Æ½/mm  µ÷Ç°¹ì¾à/mm  µ¼Ïò¹ì  µ÷×ó¹ì¸ß/mm  µ÷ÓÒ¹ì¸ß/mm  µ÷×óÆ½Ãæ/mm  µ÷ÓÒÆ½Ãæ/mm   µ÷ºó¸ß³Ì/mm  µ÷ºóÆ½Ãæ/mm  µ÷ºóË®Æ½/mm  µ÷ºó¹ì¾à/mm  Éè¼Æ³¬¸ß/mm
      4722.776        -.063       -4.144       -1.475        1.800     ×ó          2.255        3.730        -.395       -2.195        2.192       -3.749           0.           0.     -120.000
      4723.372        -.334       -4.608       -1.500        1.800     ×ó          2.571        4.071        -.864       -2.664        2.237       -3.744           0.           0.     -120.000
      4723.967        -.477       -4.377       -1.500        1.929     ×ó          2.759        4.259        -.638       -2.567        2.282       -3.738           0.           0.     -120.000
      4724.562        -.417       -3.928       -1.600        2.312     ×ó          2.745        4.345        -.195       -2.507        2.328       -3.733           0.           0.     -120.000
      4725.157        -.434       -3.464       -1.800        2.883     ×ó          2.807        4.607         .264       -2.619        2.373       -3.728           0.           0.     -120.000
      4725.752        -.029       -3.054       -2.260        3.100     ×ó          2.447        4.707         .668       -2.432        2.418       -3.722           0.           0.     -120.000
      4726.347         .452       -2.815       -2.537        2.900     ×ó          2.011        4.548         .902       -1.998        2.463       -3.717           0.           0.     -120.000
      4726.942         .639       -2.607       -2.600        3.129     ×ó          1.870        4.470        1.104       -2.025        2.509       -3.712           0.           0.     -120.000
      4727.537         .714       -1.854       -2.500        1.644     ×ó          1.840        4.340        1.853         .209        2.554       -3.706           0.           0.     -120.000
      4728.132        1.157       -1.560       -2.400        1.000     ×ó          1.443        3.843        2.141        1.141        2.599       -3.701           0.           0.     -120.000
      4728.728        1.799       -1.985       -2.645        1.145     ×ó           .845        3.491        1.711         .565        2.645       -3.696           0.           0.     -120.000
      4729.323        2.163       -2.669       -3.200        1.300     ×ó           .527        3.727        1.021        -.279        2.690       -3.690           0.           0.     -120.000
      4729.918        2.665       -3.434       -3.599        1.400     ×ó           .070        3.670         .251       -1.149        2.735       -3.685           0.           0.     -120.000
      4730.513        3.021       -4.210       -3.600        1.676     ×ó          -.240        3.360        -.530       -2.206        2.780       -3.680           0.           0.     -120.000
      4731.108        3.194       -4.809       -3.247        2.053     ×ó          -.369        2.878       -1.135       -3.188        2.826       -3.674           0.           0.     -120.000
      4731.703        3.426       -5.354       -2.770        2.361     ×ó          -.554        2.215       -1.685       -4.046        2.871       -3.669           0.           0.     -119.800
      4732.298        3.923       -6.255       -3.193        2.700     ×ó         -1.007        2.186       -2.591       -5.291        2.916       -3.664           0.           0.     -118.600
      4732.898        4.156       -7.006       -3.523        2.600     ×ó         -1.194        2.329       -3.348       -5.948        2.962       -3.658           0.           0.     -117.400
